Part Number,Cross part number,Cross manufacturer,Cross type
UHD1V271MPD,,,
UHD1V271MPD1TD,,,
UHD1V331MPD,,,
UHD1V331MPD1TD,,,
UHD1V471MPD,,,
UHD1V471MPD1TD,,,
UHD1V561MPD,,,
UHD1V561MPD1TD,,,
UHD1V681MHD,,,
UHE0J102MPD,,,
UHE0J102MPD1TD,,,
UHE0J103MHD,,,
UHE0J103MHD6,,,
UHE0J122MPD,,,
UHE0J122MPD6,,,
UHE0J122MPD6TD,,,
UHE0J123MHD,,,
UHE0J123MHD6,,,
UHE0J152MPD,,,
UHE0J153MHD,,,
UHE0J182MHD,,,
UHE0J183MHD,,,
UHE0J222MPD,,,
UHE0J272MHD,,,
UHE0J272MPD6,,,
UHE0J332MHD,,,
UHE0J392MHD,,,
UHE0J392MHD6,,,
UHE0J472MHD,,,
UHE0J562MHD,,,
UHE0J562MHD6,,,
UHE0J681MPD,,,
UHE0J682MHD,,,
UHE0J682MHD3,,,
UHE0J682MHD6,,,
UHE0J821MPD,,,
UHE0J821MPD1TD,,,
UHE0J822MHD,,,
UHE1A102MPD,,,
UHE1A102MPD6,,,
UHE1A102MPD6TD,,,
UHE1A103MHD,,,
UHE1A103MHD6,,,
UHE1A122MPD,,,
UHE1A123MHD,,,
UHE1A152MHD6,,,
UHE1A152MPD,,,
UHE1A222MHD3,,,
UHE1A222MHD6,,,
UHE1A222MPD,,,
UHE1A272MHD,,,
UHE1A332MHD,,,
UHE1A392MHD,,,
UHE1A392MHD6,,,
UHE1A471MPD,,,
UHE1A471MPD1TD,,,
UHE1A472MHD,,,
UHE1A562MHD,,,
UHE1A562MHD3,,,
UHE1A562MHD6,,,
UHE1A681MPD,,,
UHE1A681MPD1TD,,,
UHE1A681MPD6,,,
UHE1A681MPD6TD,,,
UHE1A682MHD,,,
UHE1A682MHD6,,,
UHE1A822MHD,,,
UHE1A822MHD6,,,
UHE1C102MHD6,,,
UHE1C102MPD,,,
UHE1C102MPD1TD,,,
UHE1C103MHD,,,
UHE1C122MPD,,,
UHE1C152MHD3,,,
UHE1C152MHD6,,,
UHE1C152MPD,,,
UHE1C222MHD,,,
UHE1C222MHD6,,,
UHE1C272MHD,,,
UHE1C272MHD6,,,
UHE1C331MPD,,,
UHE1C331MPD1TD,,,
UHE1C332MHD,,,
UHE1C392MHD,,,
UHE1C392MHD3,,,
UHE1C392MHD6,,,
UHE1C471MPD,,,
UHE1C471MPD1TD,,,
