Part Number,Cross part number,Cross manufacturer,Cross type
GYE1J121MCQ1GS,,,
GYE1J121MCW1GS,,,
GYE1J560MCQ1GS,,,
GYE1J560MCW1GS,,,
GYE1V101MCQ1GS,,,
GYE1V101MCW1GS,,,
GYE1V181MCQ1GS,,,
GYE1V181MCW1GS,,,
GYE1V331MCQ1GS,,,
GYE1V331MCW1GS,,,
GYE1V391MCQ1GS,,,
GYE1V391MCW1GS,,,
GYE1V560MCQ1GS,,,
GYF1C102MCQ1GS,,,
GYF1C102MCW1GS,,,
GYF1C122MCQ1GS,,,
GYF1C122MCW1GS,,,
GYF1C181MCQ1GS,,,
GYF1C271MCQ1GS,,,
GYF1C271MCW1GS,,,
GYF1C561MCQ1GS,,,
GYF1C561MCW1GS,,,
GYF1E101MCQ1GS,,,
GYF1E181MCQ1GS,,,
GYF1E181MCW1GS,,,
GYF1E331MCQ1GS,,,
GYF1E331MCW1GS,,,
GYF1E561MCQ1GS,,,
GYF1E561MCW1GS,,,
GYF1E681MCQ1GS,,,
GYF1E681MCW1GS,,,
GYF1H101MCQ1GS,,,
GYF1H101MCW1GS,,,
GYF1H181MCQ1GS,,,
GYF1H181MCW1GS,,,
GYF1H221MCQ1GS,,,
GYF1H221MCW1GS,,,
GYF1J121MCQ1GS,,,
GYF1J121MCW1GS,,,
GYF1J151MCQ1GS,,,
GYF1J151MCW1GS,,,
GYF1J680MCQ1GS,,,
GYF1J680MCW1GS,,,
GYF1V121MCQ1GS,,,
GYF1V121MCW1GS,,,
GYF1V221MCQ1GS,,,
GYF1V221MCW1GS,,,
GYF1V391MCQ1GS,,,
GYF1V391MCW1GS,,,
GYF1V471MCQ1GS,,,
GYF1V471MCW1GS,,,
GYF1V680MCQ1GS,,,
LAK2D101MELZ20,,,
LAK2D102MELB50,,,
LAK2D102MELC40,,,
LAK2D122MELC50,,,
LAK2D151MELA20,,,
LAK2D181MELB20,,,
LAK2D181MELZ25,,,
LAK2D221MELZ25,,,
LAK2D271MELA25,,,
LAK2D271MELC20,,,
LAK2D271MELZ30,,,
LAK2D331MELA30,,,
LAK2D331MELB25,,,
LAK2D331MELZ30,,,
LAK2D391MELA30,,,
LAK2D391MELB25,,,
LAK2D391MELZ35,,,
LAK2D470MELZ20,,,
LAK2D471MELA35,,,
LAK2D471MELB25,,,
LAK2D471MELZ40,,,
LAK2D561MELA40,,,
LAK2D561MELB35,,,
LAK2D561MELC25,,,
LAK2D561MELZ45,,,
LAK2D681MELA50,,,
LAK2D681MELB40,,,
